private  final  boolean  isEscaping;	[BUGGY]  private    boolean  isEscaping;  [CONTEXT]          abstract  class  Lexer  {    private  final  boolean  isEncapsulating;  [BUGGY]  privateboolean  isEscaping;  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  private  final  char  escape;  private  final  char  encapsulator;        [CLASS]  Lexer      [VARIABLES]  
private  final  boolean  isCommentEnabled;	[BUGGY]  private    boolean  isCommentEnabled;  [CONTEXT]      abstract  class  Lexer  {    private  final  boolean  isEncapsulating;  private  final  boolean  isEscaping;  [BUGGY]  privateboolean  isCommentEnabled;    private  final  char  delimiter;  private  final  char  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;        [CLASS]  Lexer      [VARIABLES]  
private  final  char  delimiter;	[BUGGY]  private  final  int  delimiter;  [CONTEXT]    private  final  boolean  isEncapsulating;  private  final  boolean  isEscaping;  private  final  boolean  isCommentEnabled;    [BUGGY]  private  final  int  delimiter;  private  final  char  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;        [CLASS]  Lexer      [VARIABLES]  
private  final  char  escape;	[BUGGY]  private  final  String  escape;  [CONTEXT]  private  final  boolean  isEncapsulating;  private  final  boolean  isEscaping;  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  [BUGGY]  private  final  String  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;        [CLASS]  Lexer      [VARIABLES]  
private  final  char  escape;	[BUGGY]  private    int  escape;  [CONTEXT]  private  final  boolean  isEncapsulating;  private  final  boolean  isEscaping;  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  [BUGGY]  privateint  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;        [CLASS]  Lexer      [VARIABLES]  
private  final  char  encapsulator;	[BUGGY]  private  final  int  encapsulator;  [CONTEXT]  private  final  boolean  isEscaping;  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  private  final  char  escape;  [BUGGY]  private  final  int  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;          [CLASS]  Lexer      [VARIABLES]  
private  final  char  encapsulator;	[BUGGY]  private    int  encapsulator;  [CONTEXT]  private  final  boolean  isEscaping;  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  private  final  char  escape;  [BUGGY]  privateint  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;          [CLASS]  Lexer      [VARIABLES]  
private  final  char  commmentStart;	[BUGGY]  private  final  int  commmentStart;  [CONTEXT]  private  final  boolean  isCommentEnabled;    private  final  char  delimiter;  private  final  char  escape;  private  final  char  encapsulator;  [BUGGY]  private  final  int  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;    final  CSVFormat  format;        [CLASS]  Lexer      [VARIABLES]  
final  boolean  surroundingSpacesIgnored;	[BUGGY]  boolean  surroundingSpacesIgnored;  [CONTEXT]  private  final  char  delimiter;  private  final  char  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;    [BUGGY]  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;    final  CSVFormat  format;              [CLASS]  Lexer      [VARIABLES]  
final  boolean  emptyLinesIgnored;	[BUGGY]  boolean  emptyLinesIgnored;  [CONTEXT]  private  final  char  escape;  private  final  char  encapsulator;  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  [BUGGY]  boolean  emptyLinesIgnored;    final  CSVFormat  format;        final  ExtendedBufferedReader  in;        [CLASS]  Lexer      [VARIABLES]  
final  CSVFormat  format;	[BUGGY]  CSVFormat  format;  [CONTEXT]  private  final  char  commmentStart;    final  boolean  surroundingSpacesIgnored;  final  boolean  emptyLinesIgnored;    [BUGGY]  CSVFormat  format;        final  ExtendedBufferedReader  in;    Lexer(CSVFormat  format,  ExtendedBufferedReader  in)  {        [CLASS]  Lexer      [VARIABLES]  
final  ExtendedBufferedReader  in;	[BUGGY]  ExtendedBufferedReader  in;  [CONTEXT]  final  boolean  emptyLinesIgnored;    final  CSVFormat  format;        [BUGGY]  ExtendedBufferedReader  in;    Lexer(CSVFormat  format,  ExtendedBufferedReader  in)  {  this.format  =  format;  this.in  =  in;  this.isEncapsulating  =  format.isEncapsulating();        [CLASS]  Lexer      [VARIABLES]  
this.format  =  format;	[BUGGY]  this.format  =    null;  [CONTEXT]  Lexer(CSVFormat  format,  ExtendedBufferedReader  in)  {  [BUGGY]  this.format  =null;  this.in  =  in;  this.isEncapsulating  =  format.isEncapsulating();  this.isEscaping  =  format.isEscaping();  this.isCommentEnabled  =  format.isCommentingEnabled();  this.delimiter  =  format.getDelimiter();  this.escape  =  format.getEscape();  this.encapsulator  =  format.getEncapsulator();  this.commmentStart  =  format.getCommentStart();  this.surroundingSpacesIgnored  =  format.isSurroundingSpacesIgnored();  this.emptyLinesIgnored  =  format.isEmptyLinesIgnored();  }        [CLASS]  Lexer    [METHOD]  <init>  [RETURN_TYPE]  ExtendedBufferedReader)      CSVFormat  format  ExtendedBufferedReader  in  [VARIABLES]  char    commmentStart    delimiter    encapsulator    escape    ExtendedBufferedReader    in    CSVFormat    format    boolean    emptyLinesIgnored    isCommentEnabled    isEncapsulating    isEscaping    surroundingSpacesIgnored    
this.in  =  in;	[BUGGY]  this.in  =    null;  [CONTEXT]  Lexer(CSVFormat  format,  ExtendedBufferedReader  in)  {  this.format  =  format;  [BUGGY]  this.in  =null;  this.isEncapsulating  =  format.isEncapsulating();  this.isEscaping  =  format.isEscaping();  this.isCommentEnabled  =  format.isCommentingEnabled();  this.delimiter  =  format.getDelimiter();  this.escape  =  format.getEscape();  this.encapsulator  =  format.getEncapsulator();  this.commmentStart  =  format.getCommentStart();  this.surroundingSpacesIgnored  =  format.isSurroundingSpacesIgnored();  this.emptyLinesIgnored  =  format.isEmptyLinesIgnored();  }        [CLASS]  Lexer    [METHOD]  <init>  [RETURN_TYPE]  ExtendedBufferedReader)      CSVFormat  format  ExtendedBufferedReader  in  [VARIABLES]  char    commmentStart    delimiter    encapsulator    escape    ExtendedBufferedReader    in    CSVFormat    format    boolean    emptyLinesIgnored    isCommentEnabled    isEncapsulating    isEscaping    surroundingSpacesIgnored    
