[REPLACE]  private  ArrayList  tokens  =  new  ArrayList  (  )  ;	[BUGGY]  private  ArrayList  tokens    =  null  ;  [FE]  null  assertEquals(   "property "  ,  opts[0]  )  ;  assertEquals(   "value "  ,  opts[1]  )  ;  assertEquals(   "property1 "  ,  opts[2]  )  ;  assertEquals(   "value1 "  ,  opts[3]  )  ;  assertEquals(  line.getOptionValue(   "buildfile ")  ,   "mybuild.xml "  )  ;  assertTrue(  line.hasOption(   "projecthelp ")  )  ;  [CONTEXT]      [CLASS]  GnuParser  
[REPLACE]  tokens  .  clear  (  )  ;	[BUGGY]  tokens  .  ArrayList  (  )  ;  [CE]  cannot  find  symbol  [CONTEXT]  private  void  init  (  )  {  [ATTENTION]  tokens  .  ArrayList  (  )    ;  }    [METHOD]  init  [TYPE]  void  [PARAMETER]  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  boolean  false  true  
[REPLACE]  init  (  )  ;	[BUGGY]  tokens  .  add  (   "-- "  )  ;  [FE]  null  assertEquals(   "property "  ,  opts[0]  )  ;  assertEquals(   "value "  ,  opts[1]  )  ;  assertEquals(   "property1 "  ,  opts[2]  )  ;  assertEquals(   "value1 "  ,  opts[3]  )  ;  assertEquals(  line.getOptionValue(   "buildfile ")  ,   "mybuild.xml "  )  ;  assertTrue(  line.hasOption(   "projecthelp ")  )  ;  [CONTEXT]  {  [ATTENTION]  tokens  .  add  (   "-- "  )    ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[REPLACE]  boolean  eatTheRest  =  false;	[BUGGY]  boolean  eatTheRest  =  true  ;  [FE]  Unexpected  exception:Unrecognized  option:  -Dproperty  =  value  assertEquals(   "property "  ,  opts[0]  )  ;  assertEquals(   "value "  ,  opts[1]  )  ;  assertEquals(   "property1 "  ,  opts[2]  )  ;  assertEquals(   "value1 "  ,  opts[3]  )  ;  assertEquals(  line.getOptionValue(   "buildfile ")  ,   "mybuild.xml "  )  ;  assertTrue(  line.hasOption(   "projecthelp ")  )  ;  [CONTEXT]  {  init  (  )  ;    [ATTENTION]  boolean  eatTheRest  =  true  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[REPLACE]  Option  currentOption  =  null;	[BUGGY]  Option  currentOption  =  false  ;  [CE]  incompatible  types  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  [ATTENTION]  Option  currentOption  =  false  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[REPLACE]  if  (   "-- "  .  equals  (  arguments[i]  )  )  {	[BUGGY]  else  if  (   "- "  .  equals  (  arguments[i]  )  )[CE]  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  [ATTENTION]  else  if  (   "- "  .  equals  (  arguments[i]  )  )    eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[REPLACE]  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {	[BUGGY]  if  (   "- "  .  equals  (  arguments[i]  )  )  {[NO-ERROR]  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  [ATTENTION]  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[ADD]  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }	[BUGGY]  [NO-ERROR]  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  [ATTENTION]      else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[REPLACE]  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {	[BUGGY]  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {[FE]  String  index  out  of  range:  2  assertTrue(   "Confirm  -a  is  set "  ,  cl.hasOption( "a ")  )  ;  assertTrue(   "Confirm  -b  is  set "  ,  cl.hasOption( "b ")  )  ;  assertTrue(   "Confirm  arg  of  -b "  ,  cl.getOptionValue( "b ").equals( "- ")  )  ;  assertTrue(   "Confirm  1  extra  arg:   "  +  cl.getArgList().size()  ,  cl.getArgList().size()  =  =  1)  ;  assertTrue(   "Confirm  value  of  extra  arg:   "  +  cl.getArgList().get(0)  ,  cl.getArgList().get(0).equals( "- ")  )  ;  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  [ATTENTION]  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;      if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
[ADD]  else  if  (  arguments[i]  .  startsWith  (   "- "  )  )  {  Option  option  =  options  .  getOption  (  arguments[i]  )  ;	[BUGGY]  [CE]  'else'  without  'if'  [CONTEXT]  {  init  (  )  ;    boolean  eatTheRest  =  false  ;  Option  currentOption  =  null  ;    for  (  int  i  =  0  ;  i  <  arguments  .  length  ;  i++  )  {  if  (   "-- "  .  equals  (  arguments[i]  )  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  }  else  if  (   "- "  .  equals  (  arguments[i]  )  )  {  tokens  .  add  (   "- "  )  ;  }  [ATTENTION]        if  (  option  =  =  null  )  {    Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  specialOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  {  currentOption  =  option  ;      Option  specialOption  =  options  .  getOption  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;    if  (  (  specialOption  !  =  null  )  &&  (  option  =  =  null  )  )  {  tokens  .  add  (  arguments[i]  .  substring  (  0  ,  2  )  )  ;  tokens  .  add  (  arguments[i]  .  substring  (  2  )  )  ;  }  else  if  (  (  currentOption  !  =  null  )  &&  currentOption  .  hasArg  (  )  )  {  if  (  currentOption  .  hasArg  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  currentOption  =  null  ;  }  else  if  (  currentOption  .  hasArgs  (  )  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  else  if  (  currentOption  !  =  null  )  {  tokens  .  add  (  arguments[i]  )  ;  }  else  if  (  stopAtNonOption  )  {  eatTheRest  =  true  ;  tokens  .  add  (   "-- "  )  ;  tokens  .  add  (  arguments[i]  )  ;  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  else  {  tokens  .  add  (  arguments[i]  )  ;  }  if  (  eatTheRest  )  {  for  (  i++  ;  i  <  arguments  .  length  ;  i++  )  {  tokens  .  add  (  arguments[i]  )  ;  }  }  }  return  (  String[]  )  tokens  .  toArray  (  new  String[]  {}  )  ;  }    [METHOD]  flatten  [TYPE]  String[]  [PARAMETER]  Options  options  String[]  arguments  boolean  stopAtNonOption  [CLASS]  GnuParser    [TYPE]  ArrayList  tokens  [TYPE]  Options  options  [TYPE]  Option  currentOption  option  specialOption  [TYPE]  String[]  arguments  [TYPE]  boolean  eatTheRest  false  stopAtNonOption  true  [TYPE]  int  i  
